chit_id,chitnumber,payment_weeks,amount_per_week,total_amount,overdue_fees,cash_received,balance,total_paid_week,timestamp,num_of_chits
134,MCD20119,8,250,2000,0,2000,0,12,24.12.08,1
134,MCD20119,4,250,1000,0,1000,0,16,25.02.09,1
134,MCD20119,8,250,2000,0,2000,0,24,25.02.16,1
134,MCD20119,8,250,2000,0,2000,0,32,25.04.20,1
135,MCD20120,4,500,2000,0,2000,0,4,24.10.28,2
135,MCD20120,1,500,500,0,500,0,5,24.11.05,2
135,MCD20120,2,500,1000,0,1000,0,7,24.11.19,2
135,MCD20120,1,500,500,0,500,0,8,24.11.29,2
135,MCD20120,1,500,500,0,500,0,9,24.12.03,2
135,MCD20120,1,500,500,0,500,0,10,24.12.10,2
135,MCD20120,2,500,1000,0,1000,0,12,24.12.23,2
135,MCD20120,1,500,500,0,500,0,13,25.01.03,2
135,MCD20120,2,500,1000,0,1000,0,15,25.01.21,2
135,MCD20120,4,500,2000,0,2000,0,19,25.02.18,2
136,MCD20121,2,250,500,0,500,0,2,24.10.28,1
136,MCD20121,4,250,1000,0,1000,0,6,24.11.11,1
137,MCD20122,4,250,1000,0,1000,0,4,24.10.28,1
137,MCD20122,4,250,1000,0,1000,0,8,24.11.10,1
137,MCD20122,4,250,1000,0,1000,0,12,24.12.11,1
137,MCD20122,4,250,1000,0,1000,0,16,25.01.11,1
137,MCD20122,4,250,1000,0,1000,0,20,25.02.12,1
137,MCD20122,4,250,1000,0,1000,0,24,25.03.13,1
137,MCD20122,4,250,1000,0,1000,0,28,25.04.13,1
137,MCD20122,4,250,1000,0,1000,0,32,25.05.13,1
138,MCD20123,4,250,1000,0,1000,0,4,24.10.28,1
138,MCD20123,4,250,1000,0,1000,0,8,24.11.10,1
138,MCD20123,4,250,1000,0,1000,0,12,24.12.11,1
138,MCD20123,4,250,1000,0,1000,0,16,25.01.11,1
138,MCD20123,4,250,1000,0,1000,0,20,25.02.12,1
138,MCD20123,4,250,1000,0,1000,0,24,25.03.13,1
138,MCD20123,4,250,1000,0,1000,0,28,25.04.13,1
138,MCD20123,4,250,1000,0,1000,0,32,25.05.13,1
139,MCD20124,4,250,1000,0,1000,0,4,24.10.28,1
139,MCD20124,4,250,1000,0,1000,0,8,24.11.09,1
139,MCD20124,4,250,1000,0,1000,0,12,24.12.03,1
139,MCD20124,4,250,1000,0,1000,0,16,25.01.06,1
139,MCD20124,4,250,1000,0,1000,0,20,25.02.10,1
139,MCD20124,4,250,1000,0,1000,0,24,25.03.11,1
139,MCD20124,4,250,1000,0,1000,0,28,25.04.06,1
139,MCD20124,4,250,1000,0,1000,0,32,25.05.04,1
140,MCD20125,4,250,1000,0,1000,0,4,24.10.28,1
140,MCD20125,4,250,1000,0,1000,0,8,24.11.16,1
140,MCD20125,6,250,1500,0,1500,0,14,24.12.16,1
140,MCD20125,2,250,500,0,500,0,16,25.01.12,1
140,MCD20125,4,250,1000,0,1000,0,20,25.02.09,1
140,MCD20125,4,250,1000,0,1000,0,24,25.03.09,1
140,MCD20125,2,250,500,0,500,0,26,25.04.07,1
140,MCD20125,4,250,1000,0,1000,0,30,25.04.29,1
141,MCD20126,10,250,2500,0,2500,0,10,24.10.29,1
141,MCD20126,2,250,500,0,500,0,12,24.11.22,1
141,MCD20126,6,250,1500,0,1500,0,18,25.01.02,1
141,MCD20126,4,250,1000,0,1000,0,22,25.02.21,1
141,MCD20126,8,250,2000,0,2000,0,30,25.04.18,1
142,MCD20127,2,250,500,0,500,0,2,24.10.29,1
142,MCD20127,2,250,500,0,500,0,4,24.11.04,1
142,MCD20127,2,250,500,0,500,0,6,24.11.20,1
142,MCD20127,1,250,250,0,250,0,7,24.12.04,1
142,MCD20127,2,250,500,0,500,0,9,24.12.19,1
142,MCD20127,3,250,750,0,750,0,12,24.12.29,1
142,MCD20127,1,250,250,0,250,0,13,25.01.11,1
142,MCD20127,2,250,500,0,500,0,15,25.01.29,1
142,MCD20127,2,250,500,0,500,0,17,25.02.20,1
142,MCD20127,3,250,750,0,750,0,20,25.03.17,1
142,MCD20127,5,250,1250,0,1250,0,25,25.03.31,1
142,MCD20127,3,250,750,0,750,0,28,25.05.01,1
143,MCD20128,2,250,500,0,500,0,2,24.10.29,1
143,MCD20128,2,250,500,0,500,0,4,24.11.04,1
143,MCD20128,2,250,500,0,500,0,6,24.11.20,1
143,MCD20128,1,250,250,0,250,0,7,24.12.04,1
143,MCD20128,2,250,500,0,500,0,9,24.12.19,1
143,MCD20128,3,250,750,0,750,0,12,24.12.29,1
143,MCD20128,1,250,250,0,250,0,13,25.01.11,1
143,MCD20128,2,250,500,0,500,0,15,25.01.29,1
143,MCD20128,2,250,500,0,500,0,17,25.02.20,1
143,MCD20128,3,250,750,0,750,0,20,25.03.17,1
143,MCD20128,5,250,1250,0,1250,0,25,25.03.31,1
143,MCD20128,3,250,750,0,750,0,28,25.05.01,1
144,MCD20129,3,250,750,0,750,0,3,24.10.29,1
144,MCD20129,1,250,250,0,250,0,4,24.11.06,1
144,MCD20129,1,250,250,0,250,0,5,24.11.14,1
144,MCD20129,2,250,500,0,500,0,7,24.12.09,1
144,MCD20129,5,250,1250,0,1250,0,12,24.12.29,1
144,MCD20129,5,250,1250,0,1250,0,17,25.02.08,1
144,MCD20129,5,250,1250,0,1250,0,22,25.03.25,1
145,MCD20130,1,250,250,0,250,0,1,24.10.29,1
145,MCD20130,1,250,250,0,250,0,2,24.11.04,1
145,MCD20130,2,250,500,0,500,0,4,24.11.10,1
145,MCD20130,1,250,250,0,250,0,5,24.11.18,1
145,MCD20130,1,250,250,0,250,0,6,24.11.24,1
145,MCD20130,1,250,250,0,250,0,7,24.12.02,1
145,MCD20130,1,250,250,0,250,0,8,24.12.08,1
145,MCD20130,1,250,250,0,250,0,9,24.12.16,1
145,MCD20130,1,250,250,0,250,0,10,24.12.23,1
145,MCD20130,1,250,250,0,250,0,11,24.12.30,1
145,MCD20130,1,250,250,0,250,0,12,25.01.06,1
145,MCD20130,1,250,250,0,250,0,13,25.01.18,1
145,MCD20130,1,250,250,0,250,0,14,25.01.20,1
145,MCD20130,1,250,250,0,250,0,15,25.01.28,1
145,MCD20130,1,250,250,0,250,0,16,25.02.02,1
145,MCD20130,1,250,250,0,250,0,17,25.02.10,1
145,MCD20130,1,250,250,0,250,0,18,25.02.18,1
145,MCD20130,1,250,250,0,250,0,19,25.02.23,1
145,MCD20130,1,250,250,0,250,0,20,25.03.01,1
145,MCD20130,1,250,250,0,250,0,21,25.03.09,1
145,MCD20130,1,250,250,0,250,0,22,25.03.16,1
145,MCD20130,1,250,250,0,250,0,23,25.03.23,1
145,MCD20130,2,250,500,0,500,0,25,25.04.07,1
145,MCD20130,3,250,750,0,750,0,28,25.04.13,1
145,MCD20130,3,250,750,0,750,0,31,25.04.20,1
145,MCD20130,2,250,500,0,500,0,33,25.04.27,1
145,MCD20130,1,250,250,0,250,0,34,25.05.11,1
146,MCD20131,6,250,1500,0,1500,0,6,24.10.29,1
146,MCD20131,4,250,1000,0,1000,0,10,24.11.20,1
146,MCD20131,8,250,2000,0,2000,0,18,24.12.19,1
146,MCD20131,4,250,1000,0,1000,0,22,25.03.27,1
146,MCD20131,12,250,3000,0,3000,0,34,25.05.04,1
147,MCD20132,20,500,10000,0,10000,0,20,24.10.29,2
147,MCD20132,20,500,10000,0,10000,0,40,24.12.05,2
147,MCD20132,12,500,6000,0,6000,0,52,25.01.07,2
148,MCD20133,4,250,1000,0,1000,0,4,24.10.29,1
148,MCD20133,8,250,2000,0,2000,0,12,24.12.05,1
148,MCD20133,4,250,1000,0,1000,0,16,25.01.07,1
148,MCD20133,4,250,1000,0,1000,0,20,25.02.05,1
148,MCD20133,4,250,1000,0,1000,0,24,25.03.07,1
148,MCD20133,4,250,1000,0,1000,0,28,25.03.29,1
148,MCD20133,4,250,1000,0,1000,0,32,25.05.08,1
149,MCD20134,4,250,1000,0,1000,0,4,24.10..29,1
149,MCD20134,1,250,250,0,250,0,5,24.11.12,1
149,MCD20134,1,250,250,0,250,0,6,24.11.17,1
149,MCD20134,1,250,250,0,250,0,7,24.11.23,1
149,MCD20134,1,250,250,0,250,0,8,24.12.06,1
149,MCD20134,1,250,250,0,250,0,9,24.12.12,1
149,MCD20134,1,250,250,0,250,0,10,24.12.14,1
149,MCD20134,2,250,500,0,500,0,12,24.12.25,1
149,MCD20134,1,250,250,0,250,0,13,25.01.04,1
149,MCD20134,1,250,250,0,250,0,14,25.01.12,1
149,MCD20134,1,250,250,0,250,0,15,25.01.24,1
149,MCD20134,1,250,250,0,250,0,16,25.01.28,1
149,MCD20134,1,250,250,0,250,0,17,25.02.02,1
149,MCD20134,1,250,250,0,250,0,18,25.02.12,1
149,MCD20134,2,250,500,0,500,0,20,25.02.22,1
149,MCD20134,1,250,250,0,250,0,21,25.02.28,1
149,MCD20134,1,250,250,0,250,0,22,25.03.07,1
149,MCD20134,1,250,250,0,250,0,23,25.03.16,1
149,MCD20134,1,250,250,0,250,0,24,25.03.21,1
149,MCD20134,1,250,250,0,250,0,25,25.03.20,1
149,MCD20134,1,250,250,0,250,0,26,25.04.06,1
149,MCD20134,1,250,250,0,250,0,27,25.04.11,1
149,MCD20134,2,250,500,0,500,0,29,25.04.18,1
149,MCD20134,1,250,250,0,250,0,30,25.04.22,1
149,MCD20134,1,250,250,0,250,0,31,25.05.04,1
149,MCD20134,1,250,250,0,250,0,32,25.05.09,1
150,MCD20135,4,250,1000,0,1000,0,4,24.10.29,1
150,MCD20135,1,250,250,0,250,0,5,24.11.12,1
150,MCD20135,1,250,250,0,250,0,6,24.11.17,1
150,MCD20135,1,250,250,0,250,0,7,24.11.23,1
150,MCD20135,1,250,250,0,250,0,8,24.12.06,1
150,MCD20135,1,250,250,0,250,0,9,24.12.12,1
150,MCD20135,1,250,250,0,250,0,10,24.12.14,1
150,MCD20135,2,250,500,0,500,0,12,24.12.25,1
150,MCD20135,1,250,250,0,250,0,13,25.01.04,1
150,MCD20135,1,250,250,0,250,0,14,25.01.12,1
150,MCD20135,1,250,250,0,250,0,15,25.01.24,1
150,MCD20135,1,250,250,0,250,0,16,25.01.28,1
150,MCD20135,1,250,250,0,250,0,17,25.02.02,1
150,MCD20135,3,250,750,0,750,0,20,25.02.20,1
150,MCD20135,3,250,750,0,750,0,23,25.03.07,1
150,MCD20135,1,250,250,0,250,0,24,25.03.16,1
150,MCD20135,3,250,750,0,750,0,27,25.04.06,1
150,MCD20135,3,250,750,0,750,0,30,25.04.22,1
150,MCD20135,1,250,250,0,250,0,31,25.05.04,1
151,MCD20136,4,250,1000,0,1000,0,4,24.10.29,1
151,MCD20136,4,250,1000,0,1000,0,8,24.11.09,1
151,MCD20136,4,250,1000,0,1000,0,12,24.11.30,1
151,MCD20136,4,250,1000,0,1000,0,16,25.01.06,1
151,MCD20136,8,250,2000,0,2000,0,24,25.02.03,1
151,MCD20136,8,250,2000,0,2000,0,32,25.03.24,1
152,MCD20137,3,250,750,0,750,0,3,24.10.29,1
152,MCD20137,1,250,250,0,250,0,4,24.11.03,1
152,MCD20137,1,250,250,0,250,0,5,24.11.05,1
152,MCD20137,1,250,250,0,250,0,6,24.11.10,1
152,MCD20137,1,250,250,0,250,0,7,24.11.22,1
152,MCD20137,2,250,500,0,500,0,9,24.12.08,1
152,MCD20137,2,250,500,0,500,0,11,24.12.21,1
152,MCD20137,2,250,500,0,500,0,13,25.01.07,1
152,MCD20137,4,250,1000,0,1000,0,17,25.02.04,1
152,MCD20137,4,250,1000,0,1000,0,21,25.03.12,1
152,MCD20137,2,250,500,0,500,0,23,25.03.21,1
152,MCD20137,2,250,500,0,500,0,25,25.04.04,1
153,MCD20138,1,250,250,0,250,0,1,24.10.29,1
154,MCD20139,6,250,1500,0,1500,0,6,24.10.30,1
154,MCD20139,4,250,1000,0,1000,0,10,24.11.19,1
154,MCD20139,4,250,1000,0,1000,0,14,24.12.04,1
154,MCD20139,2,250,500,0,500,0,16,24.12.29,1
154,MCD20139,4,250,1000,0,1000,0,20,25.01.27,1
154,MCD20139,4,250,1000,0,1000,0,24,25.02.16,1
154,MCD20139,8,250,2000,0,2000,0,32,25.03.20,1
154,MCD20139,3,250,2000,0,2000,0,35,25.04.24,1
155,MCD20140,4,250,1000,0,1000,0,4,24.10.30,1
155,MCD20140,2,250,500,0,500,0,6,24.11.14,1
155,MCD20140,6,250,1500,0,1500,0,12,24.12.06,1
155,MCD20140,4,250,1000,0,1000,0,16,25.01.20,1
156,MCD20141,2,250,500,0,500,0,2,24.10.30,1
156,MCD20141,4,250,1000,0,1000,0,6,24.11.29,1
156,MCD20141,8,250,2000,0,2000,0,14,24.12.31,1
156,MCD20141,4,250,1000,0,1000,0,18,25.01.18,1
156,MCD20141,4,250,1000,0,1000,0,22,25.01.30,1
156,MCD20141,4,250,1000,0,1000,0,26,25.01.27,1
156,MCD20141,4,250,1000,0,1000,0,30,25.04.19,1
156,MCD20141,4,250,1000,0,1000,0,34,25.05.07,1
157,MCD20142,2,250,500,0,500,0,2,24.10.30,1
157,MCD20142,4,250,1000,0,1000,0,6,24.11.29,1
157,MCD20142,8,250,2000,0,2000,0,14,24.12.31,1
157,MCD20142,4,250,1000,0,1000,0,18,25.01.18,1
157,MCD20142,4,250,1000,0,1000,0,22,25.01.30,1
157,MCD20142,4,250,1000,0,1000,0,26,25.02.27,1
157,MCD20142,4,250,1000,0,1000,0,30,25.04.19,1
157,MCD20142,4,250,1000,0,1000,0,34,25.05.07,1
158,MCD20143,4,250,1000,0,1000,0,4,24.10.30,1
158,MCD20143,5,250,1250,0,1250,0,9,24.12.11,1
158,MCD20143,6,250,1500,0,1500,0,15,25.01.01,1
158,MCD20143,5,250,1250,0,1250,0,20,25.01.27,1
158,MCD20143,8,250,2000,0,2000,0,28,25.04.07,1
158,MCD20143,2,250,500,0,500,0,30,25.04.08,1
159,MCD20144,2,250,500,0,500,0,2,24.10.31,1
159,MCD20144,5,250,1250,0,1250,0,7,24.11.09,1
159,MCD20144,5,250,1250,0,1250,0,12,24.12.07,1
159,MCD20144,5,250,1250,0,1250,0,17,25.01.07,1
159,MCD20144,5,250,1250,0,1250,0,22,25.02.09,1
159,MCD20144,5,250,1250,0,1250,0,27,25.03.03,1
159,MCD20144,5,250,1250,0,1250,0,32,25.04.10,1
159,MCD20144,5,250,1250,0,1250,0,37,25.05.11,1
160,MCD20145,2,250,500,0,500,0,2,24.10.31,1
160,MCD20145,5,250,1250,0,1250,0,7,24.11.09,1
160,MCD20145,5,250,1250,0,1250,0,12,24.12.07,1
160,MCD20145,5,250,1250,0,1250,0,17,25.01.07,1
160,MCD20145,5,250,1250,0,1250,0,22,25.02.09,1
160,MCD20145,5,250,1250,0,1250,0,27,25.03.03,1
160,MCD20145,5,250,1250,0,1250,0,32,25.04.10,1
160,MCD20145,5,250,1250,0,1250,0,37,25.05.11,1
161,MCD20146,4,500,2000,0,2000,0,4,24.10.31,2
161,MCD20146,8,500,4000,0,4000,0,12,24.11.26,2
161,MCD20146,5,500,2500,0,2500,0,17,25.02.04,2
161,MCD20146,9,500,4500,0,4500,0,26,25.03.26,2
162,MCD20147,4,250,1000,0,1000,0,4,24.11.02,1
162,MCD20147,4,250,1000,0,1000,0,8,24.12.05,1
162,MCD20147,4,250,1000,0,1000,0,12,25.01.08,1
162,MCD20147,6,250,1500,0,1500,0,18,25.02.05,1
162,MCD20147,4,250,1000,0,1000,0,22,25.03.06,1
162,MCD20147,4,250,1000,0,1000,0,26,25.04.12,1
163,MCD20148,2,250,500,0,500,0,2,24.111.02,1
163,MCD20148,2,250,500,0,500,0,4,24.11.23,1
163,MCD20148,5,250,1250,0,1250,0,9,24.12.05,1
163,MCD20148,5,250,1250,0,1250,0,14,25.01.04,1
164,MCD20149,2,250,500,0,500,0,2,24.11.02,1
164,MCD20149,4,250,1000,0,1000,0,6,24.11.23,1
164,MCD20149,1,250,250,0,250,0,7,25.01.04,1
165,MCD20150,4,250,1000,0,1000,0,4,24.11.02,1
165,MCD20150,8,250,2000,0,2000,0,12,24.12.02,1
165,MCD20150,4,250,1000,0,1000,0,16,25.01.06,1
165,MCD20150,4,250,1000,0,1000,0,20,25.02.01,1
165,MCD20150,4,250,1000,0,1000,0,24,25.03.04,1
165,MCD20150,4,250,1000,0,1000,0,28,25.04.02,1
165,MCD20150,4,250,1000,0,1000,0,32,25.05.01,1
167,MCD20151,4,250,1000,0,1000,0,4,24.11.02,1
167,MCD20151,4,250,1000,0,1000,0,8,24.12.05,1
167,MCD20151,4,250,1000,0,1000,0,12,25.01.05,1
167,MCD20151,5,250,1250,0,1250,0,17,25.02.04,1
167,MCD20151,4,250,1000,0,1000,0,21,25.03.06,1
167,MCD20151,4,250,1000,0,1000,0,25,25.04.06,1
167,MCD20151,4,250,1000,0,1000,0,29,25.05.07,1
167,MCD20152,4,250,1000,0,1000,0,4,24.11.02,1
167,MCD20152,6,250,1500,0,1500,0,10,24.12.03,1
167,MCD20152,2,250,500,0,500,0,12,25.01.08,1
167,MCD20152,6,250,1500,0,1500,0,18,25.01.11,1
167,MCD20152,2,250,500,0,500,0,20,25.01.21,1
167,MCD20152,4,250,1000,0,1000,0,24,25.02.08,1
167,MCD20152,5,250,1250,0,1250,0,29,25.03.05,1
167,MCD20152,4,250,1000,0,1000,0,33,25.04.26,1
168,MCD20153,2,250,500,0,500,0,2,24.11.03,1
168,MCD20153,4,250,1000,0,1000,0,6,24.11.11,1
168,MCD20153,4,250,1000,0,1000,0,10,24.12.02,1
168,MCD20153,4,250,1000,0,1000,0,14,25.01.05,1
168,MCD20153,4,250,1000,0,1000,0,18,25.02.03,1
168,MCD20153,4,250,1000,0,1000,0,22,25.03.02,1
168,MCD20153,6,250,1500,0,1500,0,28,25.04.04,1
168,MCD20153,4,250,1000,0,1000,0,32,25.05.07,1
169,MCD20154,4,250,1000,0,1000,0,4,24.11.03,1
169,MCD20154,4,250,1000,0,1000,0,8,24.12.08,1
169,MCD20154,4,250,1000,0,1000,0,12,25.01.06,1
169,MCD20154,4,250,1000,0,1000,0,16,25.02.05,1
169,MCD20154,4,250,1000,0,1000,0,20,25.03.06,1
169,MCD20154,4,250,1000,0,1000,0,24,25.03.20,1
169,MCD20154,4,250,1000,0,1000,0,28,25.04.05,1
169,MCD20154,4,250,1000,0,1000,0,32,25.05.08,1
170,MCD20155,4,250,1000,0,1000,0,4,24.11.03,1
170,MCD20155,4,250,1000,0,1000,0,8,24.12.08,1
170,MCD20155,4,250,1000,0,1000,0,12,25.01.06,1
170,MCD20155,4,250,1000,0,1000,0,16,25.02.05,1
170,MCD20155,4,250,1000,0,1000,0,20,25.03.06,1
170,MCD20155,4,250,1000,0,1000,0,24,25.03.20,1
170,MCD20155,4,250,1000,0,1000,0,28,25.04.05,1
170,MCD20155,4,250,1000,0,1000,0,32,25.05.08,1
171,MCD20156,6,250,1500,0,1500,0,6,24.11.03,1
171,MCD20156,4,250,1000,0,1000,0,10,24.11.17,1
171,MCD20156,4,250,1000,0,1000,0,14,24.12.08,1
171,MCD20156,4,250,1000,0,1000,0,18,25.01.12,1
171,MCD20156,2,250,500,0,500,0,20,25.02.16,1
171,MCD20156,4,250,1000,0,1000,0,24,25.03.16,1
171,MCD20156,4,250,1000,0,1000,0,28,25.04.21,1
172,MCD20157,3,500,1500,0,1500,0,3,24.11.02,2
172,MCD20157,4,500,2000,0,2000,0,7,24.11.24,2
172,MCD20157,13,500,6500,0,6500,0,20,25.02.24,2
172,MCD20157,4,500,2000,0,2000,0,24,25.03.19,2
172,MCD20157,4,500,2000,0,2000,0,28,25.04.12,2
173,MCD20158,1,250,250,0,250,0,1,24.11.02,1
174,MCD20159,2,250,500,0,500,0,2,24.11.03,1
174,MCD20159,7,250,1750,0,1750,0,9,24.12.05,1
174,MCD20159,4,250,1000,0,1000,0,13,25.01.09,1
174,MCD20159,4,250,1000,0,1000,0,17,25.02.04,1
174,MCD20159,4,250,1000,0,1000,0,21,25.02.13,1
174,MCD20159,4,250,1000,0,1000,0,25,25.03.06,1
174,MCD20159,4,250,1000,0,1000,0,29,25.04.03,1
174,MCD20159,4,250,1000,0,1000,0,32,25.05.07,1
175,MCD20160,8,250,2000,0,2000,0,8,24.11.03,1
175,MCD20160,8,250,2000,0,2000,0,16,24.11.23,1
175,MCD20160,4,250,1000,0,1000,0,20,25.01.26,1
176,MCD20161,4,500,2000,0,2000,0,4,24.11.04,2
176,MCD20161,4,500,2000,0,2000,0,8,24.12.05,2
176,MCD20161,4,500,2000,0,2000,0,12,25.01.01,2
176,MCD20161,9,500,4500,0,4500,0,21,25.02.03,2
176,MCD20161,4,500,2000,0,2000,0,25,25.04.03,2
176,MCD20161,4,500,2000,0,2000,0,29,25.05.01,2
177,MCD20162,4,250,1000,0,1000,0,4,24.11.04,1
177,MCD20162,4,250,1000,0,1000,0,8,24.12.04,1
177,MCD20162,4,250,1000,0,1000,0,12,25.01.07,1
177,MCD20162,10,250,2500,0,2500,0,22,25.03.02,1
177,MCD20162,4,250,1000,0,1000,0,26,25.04.05,1
177,MCD20162,6,250,1500,0,1500,0,32,25.05.09,1
178,MCD20163,4,250,1000,0,1000,0,4,24.11.04,1
179,MCD20164,4,500,2000,0,2000,0,4,24.11.04,2
179,MCD20164,3,500,1500,0,1500,0,7,24.11.26,2
179,MCD20164,4,500,2000,0,2000,0,11,24.12.17,2
179,MCD20164,4,500,2000,0,2000,0,15,25.01.20,2
179,MCD20164,4,500,2000,0,2000,0,19,25.02.07,2
179,MCD20164,4,500,2000,0,2000,0,23,25.02.17,2
179,MCD20164,4,500,2000,0,2000,0,27,25.03.07,2
179,MCD20164,4,500,2000,0,2000,0,31,25.04.10,2
180,MCD20165,4,250,1000,0,1000,0,4,24.11.04,1
180,MCD20165,4,250,1000,0,1000,0,8,24.12.08,1
180,MCD20165,4,250,1000,0,1000,0,12,25.01.08,1
180,MCD20165,4,250,1000,0,1000,0,16,25.02.09,1
180,MCD20165,4,250,1000,0,1000,0,20,25.02.14,1
180,MCD20165,4,250,1000,0,1000,0,24,25.03.11,1
180,MCD20165,4,250,1000,0,1000,0,28,25.04.10,1
180,MCD20165,4,250,1000,0,1000,0,32,25.05.13,1
181,MCD20166,4,250,1000,0,1000,0,4,24.11.04,1
181,MCD20166,8,250,2000,0,2000,0,12,24.12.02,1
181,MCD20166,4,250,1000,0,1000,0,16,25.01.05,1
181,MCD20166,4,250,1000,0,1000,0,20,25.02.03,1
181,MCD20166,4,250,1000,0,1000,0,24,25.03.07,1
181,MCD20166,4,250,1000,0,1000,0,28,25.04.03,1
181,MCD20166,4,250,1000,0,1000,0,32,25.05.05,1
182,MCD20167,4,250,1000,0,1000,0,4,24.11.04,1
182,MCD20167,4,250,1000,0,1000,0,8,24.12.02,1
182,MCD20167,8,250,2000,0,2000,0,16,25.02.06,1
182,MCD20167,8,250,2000,0,2000,0,24,25.03.10,1
182,MCD20167,4,250,1000,0,1000,0,28,25.04.03,1
182,MCD20167,6,250,1500,0,1500,0,34,25.05.12,1
183,MCD20168,4,250,1000,0,1000,0,4,24.11.10,1
183,MCD20168,1,250,250,0,250,0,5,24.11.11,1
183,MCD20168,2,250,500,0,500,0,7,24.11.21,1
183,MCD20168,4,250,1000,0,1000,0,11,24.12.20,1
183,MCD20168,10,250,2500,0,2500,0,21,25.02.22,1
183,MCD20168,4,250,1000,0,1000,0,25,25.03.24,1
184,MCD20169,5,500,2500,0,2500,0,5,24.11.04,2
184,MCD20169,5,500,2500,0,2500,0,10,24.11.12,2
184,MCD20169,2,500,1000,0,1000,0,12,24.11.19,2
184,MCD20169,3,500,1500,0,1500,0,15,24.12.07,2
184,MCD20169,2,500,1000,0,1000,0,17,24.12.20,2
184,MCD20169,5,500,2500,0,2500,0,22,25.01.20,2
184,MCD20169,3,500,1500,0,1500,0,25,25.02.15,2
184,MCD20169,8,500,4000,0,4000,0,33,25.04.08,2
185,MCD20170,4,250,1000,0,1000,0,4,24.11.04,1
185,MCD20170,4,250,1000,0,1000,0,8,24.12.07,1
185,MCD20170,4,250,1000,0,1000,0,12,25.01.11,1
185,MCD20170,4,250,1000,0,1000,0,16,25.03.01,1
185,MCD20170,4,250,1000,0,1000,0,20,25.03.12,1
185,MCD20170,14,250,3500,0,3500,0,34,25.05.11,1
186,MCD20171,1,250,250,0,250,0,1,24.11.04,1
186,MCD20171,4,250,1000,0,1000,0,5,24.11.10,1
186,MCD20171,2,250,500,0,500,0,7,24.11.17,1
186,MCD20171,4,250,1000,0,1000,0,11,24.12.15,1
186,MCD20171,3,250,750,0,750,0,14,25.01.18,1
186,MCD20171,6,250,1500,0,1500,0,20,25.03.04,1
186,MCD20171,4,250,1000,0,1000,0,24,25.03.31,1
186,MCD20171,6,250,1500,0,1500,0,30,25.05.05,1
187,MCD20172,8,250,2000,0,2000,0,8,24.11.04,1
187,MCD20172,4,250,1000,0,1000,0,12,24.12.10,1
187,MCD20172,4,250,1000,0,1000,0,16,25.01.11,1
187,MCD20172,4,250,1000,0,1000,0,20,25.02.14,1
187,MCD20172,4,250,1000,0,1000,0,24,25.03.23,1
187,MCD20172,4,250,1000,0,1000,0,28,25.04.14,1
188,MCD20173,4,250,1000,0,1000,0,4,24.11.04,1
188,MCD20173,4,250,1000,0,1000,0,8,24.12.02,1
188,MCD20173,6,250,1500,0,1500,0,14,25.01.04,1
188,MCD20173,8,250,2000,0,2000,0,22,25.03.10,1
188,MCD20173,8,250,2000,0,2000,0,30,25.05.03,1
189,MCD20174,4,250,1000,0,1000,0,4,24.11.04,1
189,MCD20174,4,250,1000,0,1000,0,8,24.12.02,1
189,MCD20174,4,250,1000,0,1000,0,12,25.01.06,1
190,MCD20175,4,250,1000,0,1000,0,4,24.11.04,1
190,MCD20175,4,250,1000,0,1000,0,8,24.12.15,1
190,MCD20175,4,250,1000,0,1000,0,12,24.11.04,1
190,MCD20175,4,250,1000,0,1000,0,16,24.12.15,1
190,MCD20175,12,250,3000,0,3000,0,28,25.03.31,1
190,MCD20175,4,250,1000,0,1000,0,32,25.05.13,1
192,MCD20177,4,250,1000,0,1000,0,4,24.11.04,1
192,MCD20177,4,250,1000,0,1000,0,8,24.12.06,1
192,MCD20177,4,250,1000,0,1000,0,12,25.01.03,1
192,MCD20177,4,250,1000,0,1000,0,16,25.02.09,1
192,MCD20177,6,250,1500,0,1500,0,22,25.03.07,1
192,MCD20177,4,250,1000,0,1000,0,26,25.04.08,1
192,MCD20177,5,250,1250,0,1250,0,31,25.05.05,1
193,MCD20178,2,250,500,0,500,0,2,24.11.04,1
193,MCD20178,2,250,500,0,500,0,4,24.11.20,1
193,MCD20178,2,250,500,0,500,0,6,24.12.04,1
193,MCD20178,2,250,500,0,500,0,8,24.12.09,1
193,MCD20178,4,250,1000,0,1000,0,12,24.12.29,1
193,MCD20178,1,250,250,0,250,0,13,25.01.11,1
193,MCD20178,2,250,500,0,500,0,15,25.01.29,1
193,MCD20178,2,250,500,0,500,0,17,25.02.20,1
193,MCD20178,3,250,750,0,750,0,20,25.03.17,1
193,MCD20178,5,250,1250,0,1250,0,25,25.03.31,1
193,MCD20178,3,250,750,0,750,0,28,25.05.01,1
194,MCD20179,4,500,2000,0,2000,0,4,24.11.05,2
194,MCD20179,4,500,2000,0,2000,0,8,24.12.02,2
194,MCD20179,4,500,2000,0,2000,0,12,25.01.06,2
194,MCD20179,4,500,2000,0,2000,0,16,25.02.04,2
194,MCD20179,4,500,2000,0,2000,0,20,25.03.03,2
194,MCD20179,2,500,2000,0,2000,0,22,25.03.07,2
194,MCD20179,4,500,2000,0,2000,0,26,25.04.06,2
194,MCD20179,6,500,3000,0,3000,0,32,25.05.03,2
195,MCD20180,4,250,1000,0,1000,0,4,24.11.05,1
